Array Probe	Category Component
	ENSDARG00000059398
	ENSDARG00000101495
A_15_P143116	ENSDARG00000057035
A_15_P109988	ENSDARG00000061810
A_15_P304961	ENSDARG00000061810
	ENSDARG00000061810
A_15_P138471	ENSDARG00000061810
	ENSDARG00000005451
A_15_P200731	ENSDARG00000060184
A_15_P106689	ENSDARG00000060184
	ENSDARG00000045298
A_15_P189111	ENSDARG00000032761
	ENSDARG00000096912
	ENSDARG00000073881
	ENSDARG00000097410
	ENSDARG00000092778
	ENSDARG00000095521
A_15_P203381	ENSDARG00000060323
A_15_P143076	ENSDARG00000099510
A_15_P156956	ENSDARG00000099510
	ENSDARG00000069594
A_15_P119575	ENSDARG00000023279
	ENSDARG00000100051
	ENSDARG00000091904
A_15_P152851	ENSDARG00000042141
A_15_P194036	ENSDARG00000018881
A_15_P366620	ENSDARG00000018881
A_15_P139211	ENSDARG00000071020
A_15_P309106	ENSDARG00000104860
	ENSDARG00000014103
	ENSDARG00000097118
	ENSDARG00000034453
A_15_P165616	ENSDARG00000034453
A_15_P115700	ENSDARG00000034453
	ENSDARG00000075053
A_15_P119329	ENSDARG00000051925
A_15_P446355	ENSDARG00000051925
	ENSDARG00000051975
A_15_P193406	ENSDARG00000051975
A_15_P199221	ENSDARG00000017004
	ENSDARG00000017004
	ENSDARG00000096138
A_15_P199081	ENSDARG00000094681
A_15_P116269	ENSDARG00000031819
A_15_P197641	ENSDARG00000031819
	ENSDARG00000103618
A_15_P181636	ENSDARG00000103618
	ENSDARG00000062241
A_15_P161711	ENSDARG00000069988
A_15_P469050	ENSDARG00000069988
	ENSDARG00000105283
A_15_P291046	ENSDARG00000058082
	ENSDARG00000003098
A_15_P108771	ENSDARG00000003098
A_15_P147746	ENSDARG00000011555
A_15_P279041	ENSDARG00000011555
	ENSDARG00000070231
	ENSDARG00000088794
	ENSDARG00000095898
	ENSDARG00000093416
	ENSDARG00000061207
A_15_P111789	ENSDARG00000061207
A_15_P152146	ENSDARG00000061207
A_15_P150482	ENSDARG00000091495
A_15_P101831	ENSDARG00000010192
A_15_P199351	ENSDARG00000010192
A_15_P212091	ENSDARG00000010192
A_15_P100588	ENSDARG00000010192
	ENSDARG00000006215
A_15_P153001	ENSDARG00000006215
	ENSDARG00000079949
	ENSDARG00000104543
A_15_P189891	ENSDARG00000053345
A_15_P100435	ENSDARG00000015266
	ENSDARG00000002362
	ENSDARG00000093973
A_15_P194936	ENSDARG00000070396
A_15_P366770	ENSDARG00000045095
	ENSDARG00000099083
	ENSDARG00000100387
	ENSDARG00000022020
	ENSDARG00000105433
A_15_P118564	ENSDARG00000029239
A_15_P202626	ENSDARG00000057792
A_15_P208961	ENSDARG00000069920
	ENSDARG00000092104
A_15_P178661	ENSDARG00000077822
	ENSDARG00000038106
A_15_P450740	ENSDARG00000038106
A_15_P376195	ENSDARG00000105178
	ENSDARG00000105178
A_15_P114838	ENSDARG00000102076
A_15_P205711	ENSDARG00000045911
	ENSDARG00000039100
A_15_P167586	ENSDARG00000036337
A_15_P136276	ENSDARG00000089255
A_15_P203656	ENSDARG00000028800
	ENSDARG00000028800
	ENSDARG00000091253
	ENSDARG00000099877
	ENSDARG00000104235
A_15_P136206	ENSDARG00000104235
A_15_P446210	ENSDARG00000104235
A_15_P104512	ENSDARG00000017312
	ENSDARG00000078401
	ENSDARG00000096674
	ENSDARG00000074535
A_15_P181626	ENSDARG00000071216
	ENSDARG00000009023
	ENSDARG00000073893
A_15_P103365	ENSDARG00000010586
A_15_P144386	ENSDARG00000010586
	ENSDARG00000010586
A_15_P120287	ENSDARG00000017947
A_15_P111672	ENSDARG00000032261
	ENSDARG00000077687
A_15_P118507	ENSDARG00000090568
A_15_P107940	ENSDARG00000058050
A_15_P108813	ENSDARG00000058050
A_15_P136171	ENSDARG00000071087
A_15_P197986	ENSDARG00000002722
	ENSDARG00000061459
	ENSDARG00000061960
A_15_P107434	ENSDARG00000076526
A_15_P115947	ENSDARG00000006837
A_15_P145876	ENSDARG00000035557
	ENSDARG00000008979
A_15_P189851	ENSDARG00000008979
A_15_P205586	ENSDARG00000062601
A_15_P145691	ENSDARG00000062601
A_15_P107589	ENSDARG00000069497
A_15_P290391	ENSDARG00000069497
A_15_P117040	ENSDARG00000015422
A_15_P171096	ENSDARG00000015422
	ENSDARG00000015422
A_15_P108051	ENSDARG00000100649
A_15_P191446	ENSDARG00000100649
A_15_P163696	ENSDARG00000061713
	ENSDARG00000095809
A_15_P220071	ENSDARG00000058000
A_15_P435025	ENSDARG00000058000
	ENSDARG00000058000
A_15_P541442	ENSDARG00000058000
A_15_P115153	ENSDARG00000035837
A_15_P488160	ENSDARG00000035837
	ENSDARG00000095308
A_15_P290951	ENSDARG00000069671
	ENSDARG00000088308
	ENSDARG00000089139
A_15_P116998	ENSDARG00000057159
A_15_P193396	ENSDARG00000057159
A_15_P164326	ENSDARG00000006624
	ENSDARG00000006624
	ENSDARG00000094839
A_15_P104442	ENSDARG00000094748
	ENSDARG00000004702
	ENSDARG00000098378
A_15_P164931	ENSDARG00000043133
A_15_P164796	ENSDARG00000030604
A_15_P168796	ENSDARG00000030604
	ENSDARG00000100640
	ENSDARG00000090787
	ENSDARG00000111054
A_15_P167371	ENSDARG00000104435
A_15_P152736	ENSDARG00000045447
	ENSDARG00000041237
	ENSDARG00000027497
A_15_P120950	ENSDARG00000095594
	ENSDARG00000095594
	ENSDARG00000071076
A_15_P137611	ENSDARG00000093862
A_15_P137616	ENSDARG00000093862
A_15_P511947	ENSDARG00000093862
	ENSDARG00000100075
	ENSDARG00000094485
	ENSDARG00000098951
	ENSDARG00000043210
A_15_P209926	ENSDARG00000099672
	ENSDARG00000099672
A_15_P205891	ENSDARG00000059373
A_15_P105005	ENSDARG00000020241
A_15_P172746	ENSDARG00000020241
	ENSDARG00000091922
	ENSDARG00000045522
A_15_P140146	ENSDARG00000058874
A_15_P111529	ENSDARG00000102308
A_15_P108788	ENSDARG00000102308
A_15_P555707	ENSDARG00000102308
	ENSDARG00000101934
A_15_P556387	ENSDARG00000012574
A_15_P172851	ENSDARG00000013834
	ENSDARG00000013834
	ENSDARG00000094519
	ENSDARG00000075092
A_15_P130606	ENSDARG00000075092
	ENSDARG00000094566
A_15_P188851	ENSDARG00000100402
	ENSDARG00000100402
	ENSDARG00000102542
	ENSDARG00000075173
	ENSDARG00000105438
	ENSDARG00000097547
A_15_P196926	ENSDARG00000070164
A_15_P183281	ENSDARG00000013647
	ENSDARG00000013647
A_15_P121411	ENSDARG00000044565
A_15_P496552	ENSDARG00000044565
	ENSDARG00000078130
	ENSDARG00000035978
A_15_P115549	ENSDARG00000037514
	ENSDARG00000037514
A_15_P407120	ENSDARG00000005648
	ENSDARG00000055952
	ENSDARG00000104760
	ENSDARG00000095136
A_15_P180656	ENSDARG00000056911
A_15_P168176	ENSDARG00000001976
A_15_P170216	ENSDARG00000029493
	ENSDARG00000052059
A_15_P115226	ENSDARG00000019644
	ENSDARG00000102292
	ENSDARG00000076496
	ENSDARG00000069430
A_15_P164041	ENSDARG00000094946
	ENSDARG00000001549
A_15_P107247	ENSDARG00000032876
A_15_P148721	ENSDARG00000032876
A_15_P238906	ENSDARG00000032876
A_15_P104449	ENSDARG00000005780
	ENSDARG00000019081
A_15_P117593	ENSDARG00000019081
A_15_P116749	ENSDARG00000032272
A_15_P170746	ENSDARG00000032272
	ENSDARG00000095077
A_15_P105970	ENSDARG00000070601
	ENSDARG00000070601
A_15_P113027	ENSDARG00000074041
	ENSDARG00000068996
	ENSDARG00000068995
	ENSDARG00000076694
A_15_P116316	ENSDARG00000056258
A_15_P565482	ENSDARG00000056258
	ENSDARG00000056258
	ENSDARG00000098613
A_15_P102993	ENSDARG00000099241
A_15_P516062	ENSDARG00000099241
	ENSDARG00000099241
A_15_P158361	ENSDARG00000011611
A_15_P582077	ENSDARG00000011611
A_15_P108025	ENSDARG00000014995
A_15_P139091	ENSDARG00000014995
A_15_P159141	ENSDARG00000025576
	ENSDARG00000025576
A_15_P209331	ENSDARG00000025576
	ENSDARG00000100816
	ENSDARG00000054447
A_15_P599587	ENSDARG00000054447
	ENSDARG00000102990
	ENSDARG00000096998
A_15_P545847	ENSDARG00000096989
A_15_P259516	ENSDARG00000071088
	ENSDARG00000034624
A_15_P110956	ENSDARG00000034624
A_15_P120952	ENSDARG00000042703
	ENSDARG00000110529
A_15_P190291	ENSDARG00000071904
A_15_P108857	ENSDARG00000023703
	ENSDARG00000061149
A_15_P168906	ENSDARG00000070578
A_15_P182451	ENSDARG00000070578
	ENSDARG00000098067
	ENSDARG00000097564
	ENSDARG00000058968
A_15_P180376	ENSDARG00000058968
	ENSDARG00000090480
	ENSDARG00000103252
	ENSDARG00000099981
A_15_P107228	ENSDARG00000006266
	ENSDARG00000101623
A_15_P165466	ENSDARG00000042727
A_15_P205876	ENSDARG00000042727
	ENSDARG00000042727
	ENSDARG00000096191
	ENSDARG00000070478
A_15_P396586	ENSDARG00000070478
	ENSDARG00000038121
A_15_P168181	ENSDARG00000038121
A_15_P168186	ENSDARG00000038121
A_15_P398935	ENSDARG00000076980
A_15_P118769	ENSDARG00000078974
A_15_P107105	ENSDARG00000074727
A_15_P409345	ENSDARG00000063011
A_15_P103851	ENSDARG00000071414
A_15_P172321	ENSDARG00000063352
	ENSDARG00000063352
A_15_P165596	ENSDARG00000036848
	ENSDARG00000036848
	ENSDARG00000086173
A_15_P270236	ENSDARG00000086173
A_15_P194646	ENSDARG00000061103
A_15_P105376	ENSDARG00000069090
A_15_P205151	ENSDARG00000069090
	ENSDARG00000092141
	ENSDARG00000004177
A_15_P180526	ENSDARG00000004177
	ENSDARG00000073963
A_15_P485165	ENSDARG00000095833
A_15_P113343	ENSDARG00000069435
A_15_P179176	ENSDARG00000069435
A_15_P138842	ENSDARG00000061496
	ENSDARG00000102678
A_15_P158191	ENSDARG00000054575
A_15_P135142	ENSDARG00000112365
	ENSDARG00000112365
	ENSDARG00000077882
A_15_P183616	ENSDARG00000077882
	ENSDARG00000018418
A_15_P106634	ENSDARG00000013795
A_15_P119559	ENSDARG00000056877
A_15_P236271	ENSDARG00000056877
	ENSDARG00000056672
	ENSDARG00000003675
	ENSDARG00000090054
A_15_P371845	ENSDARG00000090054
A_15_P144211	ENSDARG00000007366
	ENSDARG00000007366
A_15_P105114	ENSDARG00000032405
A_15_P109797	ENSDARG00000032405
	ENSDARG00000045123
	ENSDARG00000055350
A_15_P139056	ENSDARG00000100288
A_15_P139066	ENSDARG00000100288
	ENSDARG00000102880
	ENSDARG00000095483
A_15_P171736	ENSDARG00000114254
	ENSDARG00000104802
	ENSDARG00000100246
	ENSDARG00000092725
	ENSDARG00000115580
	ENSDARG00000027828
A_15_P113941	ENSDARG00000075807
	ENSDARG00000075807
A_15_P183896	ENSDARG00000103590
	ENSDARG00000008720
A_15_P100730	ENSDARG00000008720
A_15_P106749	ENSDARG00000035809
A_15_P179881	ENSDARG00000056591
	ENSDARG00000100997
	ENSDARG00000093075
	ENSDARG00000008983
	ENSDARG00000038476
	ENSDARG00000104968
A_15_P138836	ENSDARG00000107385
	ENSDARG00000107385
A_15_P159936	ENSDARG00000100414
	ENSDARG00000100414
A_15_P195556	ENSDARG00000095698
	ENSDARG00000095698
	ENSDARG00000102611
	ENSDARG00000089237
A_15_P173456	ENSDARG00000019117
	ENSDARG00000019117
	ENSDARG00000016750
	ENSDARG00000054911
A_15_P181461	ENSDARG00000060980
	ENSDARG00000090447
	ENSDARG00000056653
A_15_P109924	ENSDARG00000034368
	ENSDARG00000034368
A_15_P114082	ENSDARG00000034368
	ENSDARG00000011925
A_15_P110637	ENSDARG00000011925
	ENSDARG00000115685
	ENSDARG00000075375
A_15_P202661	ENSDARG00000032256
	ENSDARG00000096681
	ENSDARG00000116781
	ENSDARG00000054323
A_15_P114700	ENSDARG00000015707
A_15_P115050	ENSDARG00000015707
	ENSDARG00000075067
A_15_P114166	ENSDARG00000096883
	ENSDARG00000094169
	ENSDARG00000012021
A_15_P101817	ENSDARG00000012021
A_15_P198406	ENSDARG00000012021
	ENSDARG00000015337
	ENSDARG00000101686
A_15_P120004	ENSDARG00000016481
A_15_P131811	ENSDARG00000016481
	ENSDARG00000092772
	ENSDARG00000097821
A_15_P113561	ENSDARG00000094210
	ENSDARG00000016531
A_15_P190776	ENSDARG00000016531
A_15_P570602	ENSDARG00000016531
	ENSDARG00000013830
	ENSDARG00000042920
A_15_P160347	ENSDARG00000022334
A_15_P202401	ENSDARG00000045956
	ENSDARG00000098000
A_15_P197871	ENSDARG00000004931
A_15_P109839	ENSDARG00000033285
A_15_P521277	ENSDARG00000033285
A_15_P119870	ENSDARG00000109210
	ENSDARG00000105380
	ENSDARG00000040133
A_15_P158081	ENSDARG00000056024
A_15_P184286	ENSDARG00000012656
A_15_P184291	ENSDARG00000012656
	ENSDARG00000012656
	ENSDARG00000027172
A_15_P106887	ENSDARG00000058702
A_15_P108583	ENSDARG00000031954
A_15_P137811	ENSDARG00000031954
	ENSDARG00000031954
	ENSDARG00000074897
	ENSDARG00000093778
A_15_P107533	ENSDARG00000100397
A_15_P166216	ENSDARG00000100397
	ENSDARG00000068580
A_15_P139366	ENSDARG00000017240
	ENSDARG00000038612
	ENSDARG00000039878
A_15_P181396	ENSDARG00000059507
	ENSDARG00000087289
	ENSDARG00000056102
A_15_P118047	ENSDARG00000056102
A_15_P152396	ENSDARG00000056102
	ENSDARG00000097943
A_15_P158861	ENSDARG00000095332
	ENSDARG00000095332
	ENSDARG00000103910
A_15_P115431	ENSDARG00000026090
A_15_P176456	ENSDARG00000026090
A_15_P173581	ENSDARG00000007358
A_15_P256466	ENSDARG00000007358
A_15_P203876	ENSDARG00000070669
A_15_P103453	ENSDARG00000075545
A_15_P338280	ENSDARG00000075545
A_15_P103441	ENSDARG00000075545
A_15_P378335	ENSDARG00000032862
	ENSDARG00000087440
A_15_P101970	ENSDARG00000017612
	ENSDARG00000111316
A_15_P148351	ENSDARG00000003705
A_15_P340935	ENSDARG00000003705
A_15_P514867	ENSDARG00000003705
	ENSDARG00000070685
	ENSDARG00000096356
	ENSDARG00000092490
A_15_P105275	ENSDARG00000011929
	ENSDARG00000016480
A_15_P158581	ENSDARG00000098405
A_15_P189341	ENSDARG00000060361
A_15_P189346	ENSDARG00000060361
A_15_P189351	ENSDARG00000060361
	ENSDARG00000060361
	ENSDARG00000061243
	ENSDARG00000092975
	ENSDARG00000041115
A_15_P107694	ENSDARG00000016769
A_15_P157496	ENSDARG00000016769
A_15_P571037	ENSDARG00000087290
	ENSDARG00000002210
A_15_P211026	ENSDARG00000002210
A_15_P102841	ENSDARG00000045141
A_15_P101056	ENSDARG00000042157
	ENSDARG00000079620
	ENSDARG00000094734
A_15_P182981	ENSDARG00000078751
A_15_P497362	ENSDARG00000078751
A_15_P130546	ENSDARG00000059397
A_15_P173911	ENSDARG00000059397
A_15_P102917	ENSDARG00000003287
A_15_P169091	ENSDARG00000003287
A_15_P161596	ENSDARG00000062020
	ENSDARG00000062020
	ENSDARG00000105232
A_15_P181746	ENSDARG00000034210
	ENSDARG00000034210
A_15_P197811	ENSDARG00000030761
A_15_P194501	ENSDARG00000009262
	ENSDARG00000009262
A_15_P221356	ENSDARG00000070786
	ENSDARG00000055284
A_15_P166671	ENSDARG00000055284
A_15_P115012	ENSDARG00000012972
A_15_P162489	ENSDARG00000094908
	ENSDARG00000097284
	ENSDARG00000005908
	ENSDARG00000075904
A_15_P587712	ENSDARG00000096929
	ENSDARG00000086337
A_15_P280581	ENSDARG00000061121
A_15_P200296	ENSDARG00000061121
	ENSDARG00000076945
A_15_P164091	ENSDARG00000059789
	ENSDARG00000059789
A_15_P116814	ENSDARG00000022424
A_15_P132726	ENSDARG00000022424
	ENSDARG00000022424
	ENSDARG00000055740
	ENSDARG00000094554
A_15_P118520	ENSDARG00000059280
A_15_P130956	ENSDARG00000059280
A_15_P134371	ENSDARG00000059280
A_15_P201131	ENSDARG00000059280
A_15_P110926	ENSDARG00000059280
	ENSDARG00000077983
A_15_P199946	ENSDARG00000025034
	ENSDARG00000096780
	ENSDARG00000069390
A_15_P322921	ENSDARG00000095802
	ENSDARG00000077960
	ENSDARG00000099375
A_15_P157191	ENSDARG00000056294
	ENSDARG00000056294
	ENSDARG00000030957
A_15_P109392	ENSDARG00000030957
	ENSDARG00000104488
A_15_P118726	ENSDARG00000021439
A_15_P365130	ENSDARG00000021439
	ENSDARG00000096618
	ENSDARG00000094017
A_15_P108387	ENSDARG00000099745
	ENSDARG00000099745
A_15_P100213	ENSDARG00000099745
A_15_P202551	ENSDARG00000099745
	ENSDARG00000092845
	ENSDARG00000045402
A_15_P105093	ENSDARG00000045402
A_15_P203921	ENSDARG00000057680
	ENSDARG00000057680
A_15_P105199	ENSDARG00000015749
A_15_P139356	ENSDARG00000015749
A_15_P139361	ENSDARG00000015749
	ENSDARG00000043907
	ENSDARG00000103428
A_15_P196861	ENSDARG00000095157
	ENSDARG00000095157
	ENSDARG00000063089
A_15_P183241	ENSDARG00000063089
A_15_P143776	ENSDARG00000076958
	ENSDARG00000101290
	ENSDARG00000105800
	ENSDARG00000058829
	ENSDARG00000105479
	ENSDARG00000093249
	ENSDARG00000045909
A_15_P158651	ENSDARG00000045909
A_15_P143531	ENSDARG00000003822
	ENSDARG00000003822
A_15_P185546	ENSDARG00000032868
A_15_P344695	ENSDARG00000032868
A_15_P111658	ENSDARG00000032868
	ENSDARG00000058244
A_15_P158926	ENSDARG00000058244
A_15_P158931	ENSDARG00000058244
A_15_P120674	ENSDARG00000095741
	ENSDARG00000095741
	ENSDARG00000074074
A_15_P110951	ENSDARG00000001993
A_15_P511817	ENSDARG00000001993
A_15_P559287	ENSDARG00000096260
A_15_P106747	ENSDARG00000002909
A_15_P209121	ENSDARG00000002909
A_15_P104869	ENSDARG00000002909
	ENSDARG00000002909
A_15_P131466	ENSDARG00000035559
A_15_P102660	ENSDARG00000035559
A_15_P134831	ENSDARG00000035559
	ENSDARG00000035559
A_15_P107987	ENSDARG00000015254
A_15_P115698	ENSDARG00000015254
	ENSDARG00000015254
A_15_P194836	ENSDARG00000025891
	ENSDARG00000095064
	ENSDARG00000069286
	ENSDARG00000086358
A_15_P143466	ENSDARG00000086358
	ENSDARG00000094555
A_15_P117750	ENSDARG00000035285
A_15_P147046	ENSDARG00000035285
A_15_P443780	ENSDARG00000035285
	ENSDARG00000035285
A_15_P167576	ENSDARG00000058492
	ENSDARG00000092520
	ENSDARG00000096437
A_15_P142206	ENSDARG00000071581
A_15_P137796	ENSDARG00000071581
A_15_P166716	ENSDARG00000020876
A_15_P107156	ENSDARG00000055760
	ENSDARG00000096876
	ENSDARG00000100544
A_15_P111668	ENSDARG00000014018
	ENSDARG00000014018
A_15_P199161	ENSDARG00000060315
A_15_P222041	ENSDARG00000060315
	ENSDARG00000091234
	ENSDARG00000105371
A_15_P110211	ENSDARG00000042658
A_15_P118669	ENSDARG00000042658
	ENSDARG00000042658
A_15_P161917	ENSDARG00000039099
A_15_P184076	ENSDARG00000002991
A_15_P184081	ENSDARG00000002991
	ENSDARG00000096890
A_15_P110629	ENSDARG00000061718
A_15_P200121	ENSDARG00000056376
	ENSDARG00000099673
A_15_P278761	ENSDARG00000004706
	ENSDARG00000004706
A_15_P108642	ENSDARG00000089461
A_15_P103952	ENSDARG00000023267
	ENSDARG00000023267
A_15_P103109	ENSDARG00000003414
A_15_P174876	ENSDARG00000091277
	ENSDARG00000102879
A_15_P203256	ENSDARG00000042261
	ENSDARG00000041182
A_15_P227701	ENSDARG00000041182
A_15_P109778	ENSDARG00000041182
	ENSDARG00000095351
	ENSDARG00000095272
A_15_P145686	ENSDARG00000095272
	ENSDARG00000103388
A_15_P208996	ENSDARG00000103388
A_15_P443510	ENSDARG00000103388
	ENSDARG00000095369
A_15_P136346	ENSDARG00000042116
A_15_P520987	ENSDARG00000042116
A_15_P331331	ENSDARG00000104649
	ENSDARG00000104649
	ENSDARG00000102659
A_15_P103780	ENSDARG00000056640
A_15_P426375	ENSDARG00000056640
A_15_P203226	ENSDARG00000053987
	ENSDARG00000075870
	ENSDARG00000021488
A_15_P162521	ENSDARG00000021488
	ENSDARG00000036863
A_15_P411140	ENSDARG00000092361
	ENSDARG00000092361
A_15_P100867	ENSDARG00000046148
	ENSDARG00000104457
A_15_P112313	ENSDARG00000003444
	ENSDARG00000077845
	ENSDARG00000094097
A_15_P435840	ENSDARG00000094097
	ENSDARG00000077788
A_15_P434075	ENSDARG00000092557
	ENSDARG00000043548
	ENSDARG00000071425
A_15_P107804	ENSDARG00000071425
	ENSDARG00000103786
A_15_P192976	ENSDARG00000103786
A_15_P423745	ENSDARG00000103786
A_15_P114940	ENSDARG00000099712
A_15_P166661	ENSDARG00000104531
	ENSDARG00000073978
	ENSDARG00000075800
A_15_P202221	ENSDARG00000068683
A_15_P109611	ENSDARG00000012553
A_15_P150056	ENSDARG00000036227
A_15_P110116	ENSDARG00000003635
	ENSDARG00000031968
A_15_P421310	ENSDARG00000075532
A_15_P105115	ENSDARG00000029885
A_15_P191046	ENSDARG00000029885
	ENSDARG00000029885
A_15_P287126	ENSDARG00000028659
A_15_P141166	ENSDARG00000018980
A_15_P182916	ENSDARG00000077920
	ENSDARG00000077920
A_15_P169116	ENSDARG00000043196
A_15_P446810	ENSDARG00000043196
	ENSDARG00000105461
A_15_P188466	ENSDARG00000005626
A_15_P238586	ENSDARG00000063613
A_15_P147736	ENSDARG00000076435
	ENSDARG00000076435
A_15_P212701	ENSDARG00000013500
	ENSDARG00000013500
A_15_P145936	ENSDARG00000013500
A_15_P143921	ENSDARG00000036678
	ENSDARG00000036678
A_15_P101769	ENSDARG00000103235
A_15_P140866	ENSDARG00000103235
	ENSDARG00000090560
A_15_P172511	ENSDARG00000101322
A_15_P106945	ENSDARG00000036076
	ENSDARG00000036076
	ENSDARG00000097832
A_15_P185096	ENSDARG00000069026
A_15_P250586	ENSDARG00000105104
A_15_P161541	ENSDARG00000060112
	ENSDARG00000060112
	ENSDARG00000112742
	ENSDARG00000093753
	ENSDARG00000105604
A_15_P103892	ENSDARG00000055100
A_15_P111273	ENSDARG00000055100
A_15_P201116	ENSDARG00000063731
	ENSDARG00000068691
	ENSDARG00000018327
A_15_P207296	ENSDARG00000058256
	ENSDARG00000058256
	ENSDARG00000096691
A_15_P135751	ENSDARG00000067613
A_15_P187401	ENSDARG00000044588
A_15_P110332	ENSDARG00000042848
	ENSDARG00000042848
A_15_P188556	ENSDARG00000026383
	ENSDARG00000011076
A_15_P209591	ENSDARG00000011076
A_15_P212956	ENSDARG00000011076
A_15_P202621	ENSDARG00000036569
A_15_P104885	ENSDARG00000059234
A_15_P205976	ENSDARG00000059234
	ENSDARG00000063438
A_15_P570057	ENSDARG00000055206
A_15_P160951	ENSDARG00000029242
	ENSDARG00000056781
A_15_P205436	ENSDARG00000018032
	ENSDARG00000094879
	ENSDARG00000013653
	ENSDARG00000090895
	ENSDARG00000097933
A_15_P104662	ENSDARG00000042557
A_15_P539192	ENSDARG00000042557
A_15_P103769	ENSDARG00000025495
	ENSDARG00000079653
	ENSDARG00000077012
A_15_P212036	ENSDARG00000077012
	ENSDARG00000077224
A_15_P193676	ENSDARG00000056926
A_15_P443410	ENSDARG00000056926
	ENSDARG00000096540
	ENSDARG00000100191
A_15_P108180	ENSDARG00000019230
	ENSDARG00000010280
A_15_P292731	ENSDARG00000010280
A_15_P371810	ENSDARG00000010280
	ENSDARG00000016496
	ENSDARG00000088813
	ENSDARG00000097270
	ENSDARG00000098227
	ENSDARG00000103229
A_15_P159711	ENSDARG00000103229
	ENSDARG00000099475
	ENSDARG00000035438
	ENSDARG00000028780
	ENSDARG00000094913
A_15_P148451	ENSDARG00000057928
A_15_P180531	ENSDARG00000057928
A_15_P112437	ENSDARG00000018953
	ENSDARG00000018953
A_15_P185231	ENSDARG00000058906
A_15_P112041	ENSDARG00000102295
A_15_P162086	ENSDARG00000102295
	ENSDARG00000019231
A_15_P104575	ENSDARG00000006397
A_15_P220846	ENSDARG00000056830
	ENSDARG00000011487
	ENSDARG00000073756
A_15_P110247	ENSDARG00000091831
A_15_P174516	ENSDARG00000091831
A_15_P208471	ENSDARG00000029479
A_15_P245951	ENSDARG00000073923
A_15_P158981	ENSDARG00000062854
	ENSDARG00000062854
A_15_P163561	ENSDARG00000056618
A_15_P101486	ENSDARG00000020841
A_15_P150576	ENSDARG00000020841
	ENSDARG00000089593
	ENSDARG00000104936
	ENSDARG00000039310
A_15_P176011	ENSDARG00000039310
	ENSDARG00000059079
	ENSDARG00000063191
	ENSDARG00000096598
	ENSDARG00000016611
	ENSDARG00000097720
A_15_P211446	ENSDARG00000098857
	ENSDARG00000098857
	ENSDARG00000096526
	ENSDARG00000010296
A_15_P166271	ENSDARG00000010296
A_15_P177066	ENSDARG00000034768
A_15_P437055	ENSDARG00000034768
A_15_P197796	ENSDARG00000034768
A_15_P322191	ENSDARG00000034768
A_15_P210086	ENSDARG00000041505
A_15_P466435	ENSDARG00000041505
A_15_P580072	ENSDARG00000041505
	ENSDARG00000096567
A_15_P169251	ENSDARG00000069733
A_15_P412535	ENSDARG00000069733
A_15_P433945	ENSDARG00000069733
	ENSDARG00000069733
A_15_P121002	ENSDARG00000053058
	ENSDARG00000069103
	ENSDARG00000113707
A_15_P209911	ENSDARG00000045172
A_15_P299287	ENSDARG00000045172
	ENSDARG00000045172
A_15_P112832	ENSDARG00000042934
A_15_P177116	ENSDARG00000042934
